matchup,status,home,away,book,player,stat,line,over_price,fetched_at
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Gabriel Magalhães,fouls,1,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Marquinhos,shots,1,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Douglas Santos,fouls,1,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Roger Ibañez,fouls,1,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Roger Ibañez,cards,0.5,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Raphinha,shots_on_target,1,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Raphinha,shots,1,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Bruno Guimarães,assists,0.5,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Bruno Guimarães,shots,1,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Bruno Guimarães,fouls,1,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Casemiro,fouls,1,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Casemiro,cards,0.5,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Igor Thiago,shots_on_target,1,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Igor Thiago,shots,1,-110,2026-06-29T11:20:15.543301+00:00
JPN @ BRA,Scheduled,Japan,Brazil,self-edge,Igor Thiago,fouls,1,-110,2026-06-29T11:20:15.543301+00:00
