matchup,status,home,away,book,player,stat,line,over_price,fetched_at
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Ryan Mendes,shots,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Maxi Araújo,goals,0.5,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Maxi Araújo,shots_on_target,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Maxi Araújo,shots,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Maxi Araújo,fouls,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abbosbek Fayzullaev,shots,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abbosbek Fayzullaev,fouls,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abbosbek Fayzullaev,tackles,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abbosbek Fayzullaev,passes,15,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abbosbek Fayzullaev,corners,2,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdukodir Khusanov,shots,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdukodir Khusanov,fouls,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdukodir Khusanov,tackles,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdukodir Khusanov,passes,15,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdukodir Khusanov,corners,2,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdulla Abdullaev,shots,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdulla Abdullaev,fouls,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdulla Abdullaev,tackles,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdulla Abdullaev,passes,15,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdulla Abdullaev,corners,2,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abduvohid Nematov,shots,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abduvohid Nematov,fouls,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abduvohid Nematov,tackles,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abduvohid Nematov,passes,15,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abduvohid Nematov,corners,2,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Akmal Mozgovoy,shots,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Akmal Mozgovoy,fouls,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Akmal Mozgovoy,tackles,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Akmal Mozgovoy,passes,15,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Akmal Mozgovoy,corners,2,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Avazbek Ulmasaliyev,shots,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Avazbek Ulmasaliyev,fouls,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Avazbek Ulmasaliyev,tackles,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Avazbek Ulmasaliyev,passes,15,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Avazbek Ulmasaliyev,corners,2,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Azizbek Amonov,shots,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Azizbek Amonov,fouls,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Azizbek Amonov,tackles,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Azizbek Amonov,passes,15,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Azizbek Amonov,corners,2,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Azizjon Ganiev,shots,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Azizjon Ganiev,fouls,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Azizjon Ganiev,tackles,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Azizjon Ganiev,passes,15,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Azizjon Ganiev,corners,2,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Behruzjon Karimov,shots,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Behruzjon Karimov,fouls,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Behruzjon Karimov,tackles,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Behruzjon Karimov,passes,15,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Behruzjon Karimov,corners,2,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Bernardo Silva,shots_on_target,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Bernardo Silva,shots,1,-110,2026-06-24T02:01:13.412865+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Bernardo Silva,fouls,1,-110,2026-06-24T02:01:13.412865+00:00
