date,matchup,player,team,position,is_starter,stat,stat_name,tc_projection,tc_line,edge,signal,tc_raw,tc_team_adj,tc_opp_adj,tc_home_adj
2026-06-13,Switzerland@Qatar,Qatar_GK_1,Qatar,GK,True,G,Goals,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-06-13,Switzerland@Qatar,Qatar_GK_1,Qatar,GK,True,A,Assists,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-06-13,Switzerland@Qatar,Qatar_GK_1,Qatar,GK,True,SOT,Shots on Target,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-06-13,Switzerland@Qatar,Qatar_GK_1,Qatar,GK,True,S,Shots,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-06-13,Switzerland@Qatar,Qatar_GK_1,Qatar,GK,True,TKL,Tackles,0.03,0.0,0.03,PASS,0.5,0.4,0.33,0.35
2026-06-13,Switzerland@Qatar,Qatar_GK_1,Qatar,GK,True,FC,Fouls Committed,0.0,0.0,0.0,PASS,0.1,0.08,0.07,0.07
2026-06-13,Switzerland@Qatar,Qatar_GK_1,Qatar,GK,True,CRD,Cards,0.0,0.0,0.0,PASS,0.05,0.04,0.03,0.04
2026-06-13,Switzerland@Qatar,Qatar_GK_1,Qatar,GK,True,PAS,Passes,5.88,5.1,0.78,PASS,28.0,22.4,18.67,19.6
2026-06-13,Switzerland@Qatar,Qatar_GK_2,Qatar,GK,False,G,Goals,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-06-13,Switzerland@Qatar,Qatar_GK_2,Qatar,GK,False,A,Assists,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-06-13,Switzerland@Qatar,Qatar_GK_2,Qatar,GK,False,SOT,Shots on Target,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-06-13,Switzerland@Qatar,Qatar_GK_2,Qatar,GK,False,S,Shots,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-06-13,Switzerland@Qatar,Qatar_GK_2,Qatar,GK,False,TKL,Tackles,0.01,0.0,0.01,PASS,0.5,0.4,0.33,0.35
2026-06-13,Switzerland@Qatar,Qatar_GK_2,Qatar,GK,False,FC,Fouls Committed,0.0,0.0,0.0,PASS,0.1,0.08,0.07,0.07
2026-06-13,Switzerland@Qatar,Qatar_GK_2,Qatar,GK,False,CRD,Cards,0.0,0.0,0.0,PASS,0.05,0.04,0.03,0.04
2026-06-13,Switzerland@Qatar,Qatar_GK_2,Qatar,GK,False,PAS,Passes,1.76,1.5,0.26,PASS,28.0,22.4,18.67,19.6
2026-06-13,Switzerland@Qatar,Qatar_DEF_1,Qatar,DEF,True,G,Goals,0.0,0.0,0.0,PASS,0.05,0.04,0.03,0.04
2026-06-13,Switzerland@Qatar,Qatar_DEF_1,Qatar,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.06,0.05,0.06
2026-06-13,Switzerland@Qatar,Qatar_DEF_1,Qatar,DEF,True,SOT,Shots on Target,0.01,0.0,0.01,PASS,0.15,0.12,0.1,0.1
2026-06-13,Switzerland@Qatar,Qatar_DEF_1,Qatar,DEF,True,S,Shots,0.04,0.0,0.04,PASS,0.4,0.32,0.27,0.28
2026-06-13,Switzerland@Qatar,Qatar_DEF_1,Qatar,DEF,True,TKL,Tackles,0.61,0.5,0.11,PASS,2.5,2.0,1.67,1.75
2026-06-13,Switzerland@Qatar,Qatar_DEF_1,Qatar,DEF,True,FC,Fouls Committed,0.21,0.1,0.11,PASS,1.2,0.96,0.8,0.84
2026-06-13,Switzerland@Qatar,Qatar_DEF_1,Qatar,DEF,True,CRD,Cards,0.06,0.0,0.06,PASS,0.25,0.2,0.17,0.17
2026-06-13,Switzerland@Qatar,Qatar_DEF_1,Qatar,DEF,True,PAS,Passes,6.3,5.5,0.8,PASS,45.0,36.0,30.0,31.5
2026-06-13,Switzerland@Qatar,Qatar_DEF_2,Qatar,DEF,True,G,Goals,0.0,0.0,0.0,PASS,0.05,0.04,0.03,0.04
2026-06-13,Switzerland@Qatar,Qatar_DEF_2,Qatar,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.06,0.05,0.06
