name,team,sport,stat,matchup,projection,line,edge,direction,reason
Jamal Musiala,ENG,wc,goals,,0.18,0.16,0.01999999999999999,OVER,"Marginal +EV opportunity: Jamal Musiala is projected for 0.2 GOALS vs a line of 0.2, giving a OVER edge of 0.02. Based on recent form, opponent matchup, and game context."
Jamal Musiala,ENG,wc,assists,,0.13,0.12,0.010000000000000009,OVER,"Marginal +EV opportunity: Jamal Musiala is projected for 0.1 ASSISTS vs a line of 0.1, giving a OVER edge of 0.01. Based on recent form, opponent matchup, and game context."
Jamal Musiala,ENG,wc,shots,,1.41,1.28,0.1299999999999999,OVER,"Marginal +EV opportunity: Jamal Musiala is projected for 1.4 SHOTS vs a line of 1.3, giving a OVER edge of 0.13. Based on recent form, opponent matchup, and game context."
Jamal Musiala,ENG,wc,shots_on_target,,0.97,0.88,0.08999999999999997,OVER,"Marginal +EV opportunity: Jamal Musiala is projected for 1.0 SHOTS_ON_TARGET vs a line of 0.9, giving a OVER edge of 0.09. Based on recent form, opponent matchup, and game context."
Jamal Musiala,ENG,wc,passes,,26.0,24.0,2.0,OVER,"Moderate +EV opportunity: Jamal Musiala is projected for 26.0 PASSES vs a line of 24.0, giving a OVER edge of 2.00. Based on recent form, opponent matchup, and game context."
Jamal Musiala,ENG,wc,tackles,,1.81,1.65,0.16000000000000014,OVER,Targeting Jamal Musiala OVER 1.6 TACKLES. Model projects 1.8 (0.16 edge). Recent trends and opponent weakness support this play.
Jamal Musiala,ENG,wc,yellow_cards,,0.17,0.15,0.020000000000000018,OVER,"Marginal +EV opportunity: Jamal Musiala is projected for 0.2 YELLOW_CARDS vs a line of 0.1, giving a OVER edge of 0.02. Based on recent form, opponent matchup, and game context."
Jamal Musiala,ENG,wc,saves,,0.0,0.0,0.0,UNDER,"Marginal +EV opportunity: Jamal Musiala is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
Kylian Mbappe,ENG,wc,goals,,0.25,0.23,0.01999999999999999,OVER,Targeting Kylian Mbappe OVER 0.2 GOALS. Model projects 0.2 (0.02 edge). Recent trends and opponent weakness support this play.
Kylian Mbappe,ENG,wc,assists,,0.13,0.12,0.010000000000000009,OVER,"Marginal +EV opportunity: Kylian Mbappe is projected for 0.1 ASSISTS vs a line of 0.1, giving a OVER edge of 0.01. Based on recent form, opponent matchup, and game context."
Kylian Mbappe,ENG,wc,shots,,1.88,1.71,0.16999999999999993,OVER,"Marginal +EV opportunity: Kylian Mbappe is projected for 1.9 SHOTS vs a line of 1.7, giving a OVER edge of 0.17. Based on recent form, opponent matchup, and game context."
Kylian Mbappe,ENG,wc,shots_on_target,,0.62,0.56,0.05999999999999994,OVER,Targeting Kylian Mbappe OVER 0.6 SHOTS_ON_TARGET. Model projects 0.6 (0.06 edge). Recent trends and opponent weakness support this play.
Kylian Mbappe,ENG,wc,passes,,27.0,25.0,2.0,OVER,Targeting Kylian Mbappe OVER 25.0 PASSES. Model projects 27.0 (2.00 edge). Recent trends and opponent weakness support this play.
Kylian Mbappe,ENG,wc,tackles,,1.53,1.39,0.14000000000000012,OVER,Kylian Mbappe shows OVER value at 1.4 TACKLES. TC projection: 1.5 — edge: 0.14. Marginal conviction based on usage rate and defensive matchup.
Kylian Mbappe,ENG,wc,yellow_cards,,0.12,0.11,0.009999999999999995,OVER,"Marginal +EV opportunity: Kylian Mbappe is projected for 0.1 YELLOW_CARDS vs a line of 0.1, giving a OVER edge of 0.01. Based on recent form, opponent matchup, and game context."
Kylian Mbappe,ENG,wc,saves,,0.0,0.0,0.0,UNDER,"Marginal +EV opportunity: Kylian Mbappe is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
Cristiano Ronaldo,ENG,wc,goals,,0.23,0.21,0.020000000000000018,OVER,Targeting Cristiano Ronaldo OVER 0.2 GOALS. Model projects 0.2 (0.02 edge). Recent trends and opponent weakness support this play.
Cristiano Ronaldo,ENG,wc,assists,,0.15,0.14,0.009999999999999981,OVER,Targeting Cristiano Ronaldo OVER 0.1 ASSISTS. Model projects 0.1 (0.01 edge). Recent trends and opponent weakness support this play.
