date,matchup,player,team,position,is_starter,stat,stat_name,tc_projection,tc_line,edge,signal,tc_raw,tc_team_adj,tc_opp_adj,tc_home_adj
2026-07-09,Morocco@France,France_GK_1,France,GK,True,G,Goals,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-09,Morocco@France,France_GK_1,France,GK,True,A,Assists,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-09,Morocco@France,France_GK_1,France,GK,True,SOT,Shots on Target,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-09,Morocco@France,France_GK_1,France,GK,True,S,Shots,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-09,Morocco@France,France_GK_1,France,GK,True,COR,Corners,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-09,Morocco@France,France_GK_1,France,GK,True,TKL,Tackles,0.05,0.0,0.05,PASS,0.5,0.62,0.48,0.51
2026-07-09,Morocco@France,France_GK_1,France,GK,True,FC,Fouls Committed,0.01,0.0,0.01,PASS,0.1,0.12,0.1,0.1
2026-07-09,Morocco@France,France_GK_1,France,GK,True,CRD,Cards,0.0,0.0,0.0,PASS,0.05,0.06,0.05,0.05
2026-07-09,Morocco@France,France_GK_1,France,GK,True,PAS,Passes,8.52,7.4,1.12,OVER,28.0,35.0,27.05,28.4
2026-07-09,Morocco@France,France_GK_2,France,GK,False,G,Goals,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-09,Morocco@France,France_GK_2,France,GK,False,A,Assists,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-09,Morocco@France,France_GK_2,France,GK,False,SOT,Shots on Target,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-09,Morocco@France,France_GK_2,France,GK,False,S,Shots,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-09,Morocco@France,France_GK_2,France,GK,False,COR,Corners,0.0,0.0,0.0,PASS,0.0,0.0,0.0,0.0
2026-07-09,Morocco@France,France_GK_2,France,GK,False,TKL,Tackles,0.02,0.0,0.02,PASS,0.5,0.62,0.48,0.51
2026-07-09,Morocco@France,France_GK_2,France,GK,False,FC,Fouls Committed,0.0,0.0,0.0,PASS,0.1,0.12,0.1,0.1
2026-07-09,Morocco@France,France_GK_2,France,GK,False,CRD,Cards,0.0,0.0,0.0,PASS,0.05,0.06,0.05,0.05
2026-07-09,Morocco@France,France_GK_2,France,GK,False,PAS,Passes,2.56,2.2,0.36,PASS,28.0,35.0,27.05,28.4
2026-07-09,Morocco@France,France_DEF_1,France,DEF,True,G,Goals,0.01,0.0,0.01,PASS,0.05,0.06,0.05,0.05
2026-07-09,Morocco@France,France_DEF_1,France,DEF,True,A,Assists,0.01,0.0,0.01,PASS,0.08,0.1,0.08,0.08
2026-07-09,Morocco@France,France_DEF_1,France,DEF,True,SOT,Shots on Target,0.02,0.0,0.02,PASS,0.15,0.19,0.14,0.15
2026-07-09,Morocco@France,France_DEF_1,France,DEF,True,S,Shots,0.06,0.0,0.06,PASS,0.4,0.5,0.39,0.41
2026-07-09,Morocco@France,France_DEF_1,France,DEF,True,COR,Corners,0.53,0.4,0.13,PASS,1.5,1.88,1.45,1.52
