matchup,status,home,away,book,player,stat,line,over_price,fetched_at
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Ryan Mendes,shots,1,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Maxi Araújo,goals,0.5,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Maxi Araújo,shots_on_target,1,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Maxi Araújo,shots,1,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Maxi Araújo,fouls,1,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abbosbek Fayzullaev,shots,1,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abbosbek Fayzullaev,fouls,1,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abbosbek Fayzullaev,tackles,1,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abbosbek Fayzullaev,passes,15,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abbosbek Fayzullaev,corners,2,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdukodir Khusanov,shots,1,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdukodir Khusanov,fouls,1,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdukodir Khusanov,tackles,1,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdukodir Khusanov,passes,15,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdukodir Khusanov,corners,2,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdulla Abdullaev,shots,1,-110,2026-06-23T23:55:13.168768+00:00
UZB @ POR,Full Time,Uzbekistan,Portugal,self-edge,Abdulla Abdullaev,fouls,1,-110,2026-06-23T23:55:13.168768+00:00
