matchup,status,home,away,book,player,stat,line,over_price,fetched_at
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Sarpreet Singh,assists,0.5,900,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Sarpreet Singh,shots,4.0,800,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Sarpreet Singh,shots_on_target,2.0,850,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Rouzbeh Cheshmi,assists,0.5,950,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Rouzbeh Cheshmi,shots,3.0,900,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Rouzbeh Cheshmi,shots_on_target,2.0,2500,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Callan Elliot,assists,0.5,1200,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Callan Elliot,shots,1.0,195,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Callan Elliot,shots_on_target,1.0,750,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Ryan Thomas,assists,0.5,1200,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Ryan Thomas,shots,3.0,1400,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Ryan Thomas,shots_on_target,2.0,2500,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Joe Bell,assists,0.5,1200,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Joe Bell,shots,3.0,1400,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Joe Bell,shots_on_target,2.0,2700,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Ali Nemati,assists,0.5,1200,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Ali Nemati,shots,2.0,650,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Ali Nemati,shots_on_target,1.0,500,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Shoja Khalilzadeh,assists,0.5,1200,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Shoja Khalilzadeh,shots,2.0,550,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Shoja Khalilzadeh,shots_on_target,1.0,440,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Chris Wood,assists,0.5,1400,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Chris Wood,shots,4.0,390,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Chris Wood,shots_on_target,2.0,370,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Michael Boxall,assists,0.5,2000,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Michael Boxall,shots,1.0,230,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Michael Boxall,shots_on_target,1.0,950,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Finn Surman,assists,0.5,2000,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Finn Surman,shots,1.0,240,2026-06-15T23:02:34.185404+00:00
NZL @ IRN,Scheduled,New Zealand,Iran,fanduel,Finn Surman,shots_on_target,1.0,950,2026-06-15T23:02:34.185404+00:00
