name,team,sport,stat,matchup,projection,line,edge,direction,reason
Aaron Judge,NYY,mlb,H,BAL@HOU,0.89,0.0,0.89,OVER,"Marginal +EV opportunity: Aaron Judge is projected for 0.9 H vs a line of 0.0, giving a OVER edge of 0.89. Based on recent form, opponent matchup, and game context."
Aaron Judge,NYY,mlb,HR,BAL@HOU,0.14,0.0,0.14,OVER,Targeting Aaron Judge OVER 0.0 HR. Model projects 0.1 (0.14 edge). Recent trends and opponent weakness support this play.
Aaron Judge,NYY,mlb,RBI,BAL@HOU,0.5,0.0,0.5,OVER,Targeting Aaron Judge OVER 0.0 RBI. Model projects 0.5 (0.50 edge). Recent trends and opponent weakness support this play.
Aaron Judge,NYY,mlb,R,BAL@HOU,0.47,0.0,0.47,OVER,"Marginal +EV opportunity: Aaron Judge is projected for 0.5 R vs a line of 0.0, giving a OVER edge of 0.47. Based on recent form, opponent matchup, and game context."
Aaron Judge,NYY,mlb,SB,BAL@HOU,0.13,0.0,0.13,OVER,"Marginal +EV opportunity: Aaron Judge is projected for 0.1 SB vs a line of 0.0, giving a OVER edge of 0.13. Based on recent form, opponent matchup, and game context."
Aaron Judge,NYY,mlb,TB,BAL@HOU,1.69,0.0,1.69,OVER,Aaron Judge shows OVER value at 0.0 TB. TC projection: 1.7 — edge: 1.69. Moderate conviction based on usage rate and defensive matchup.
Aaron Judge,NYY,mlb,BB,BAL@HOU,0.46,0.0,0.46,OVER,"Marginal +EV opportunity: Aaron Judge is projected for 0.5 BB vs a line of 0.0, giving a OVER edge of 0.46. Based on recent form, opponent matchup, and game context."
Aaron Judge,NYY,mlb,K,BAL@HOU,0.9,0.0,0.9,OVER,"Marginal +EV opportunity: Aaron Judge is projected for 0.9 K vs a line of 0.0, giving a OVER edge of 0.90. Based on recent form, opponent matchup, and game context."
Aaron Judge,NYY,mlb,AVG,BAL@HOU,0.215,0.0,0.215,OVER,"Marginal +EV opportunity: Aaron Judge is projected for 0.2 AVG vs a line of 0.0, giving a OVER edge of 0.21. Based on recent form, opponent matchup, and game context."
Ronald Acuna,ATL,mlb,H,BAL@HOU,0.82,0.0,0.82,OVER,Ronald Acuna shows OVER value at 0.0 H. TC projection: 0.8 — edge: 0.82. Marginal conviction based on usage rate and defensive matchup.
Ronald Acuna,ATL,mlb,HR,BAL@HOU,0.13,0.0,0.13,OVER,Targeting Ronald Acuna OVER 0.0 HR. Model projects 0.1 (0.13 edge). Recent trends and opponent weakness support this play.
Ronald Acuna,ATL,mlb,RBI,BAL@HOU,0.57,0.0,0.57,OVER,"Marginal +EV opportunity: Ronald Acuna is projected for 0.6 RBI vs a line of 0.0, giving a OVER edge of 0.57. Based on recent form, opponent matchup, and game context."
Ronald Acuna,ATL,mlb,R,BAL@HOU,0.48,0.0,0.48,OVER,Targeting Ronald Acuna OVER 0.0 R. Model projects 0.5 (0.48 edge). Recent trends and opponent weakness support this play.
Ronald Acuna,ATL,mlb,SB,BAL@HOU,0.14,0.0,0.14,OVER,Targeting Ronald Acuna OVER 0.0 SB. Model projects 0.1 (0.14 edge). Recent trends and opponent weakness support this play.
Ronald Acuna,ATL,mlb,TB,BAL@HOU,1.84,0.0,1.84,OVER,Ronald Acuna shows OVER value at 0.0 TB. TC projection: 1.8 — edge: 1.84. Moderate conviction based on usage rate and defensive matchup.
Ronald Acuna,ATL,mlb,BB,BAL@HOU,0.44,0.0,0.44,OVER,"Marginal +EV opportunity: Ronald Acuna is projected for 0.4 BB vs a line of 0.0, giving a OVER edge of 0.44. Based on recent form, opponent matchup, and game context."
Ronald Acuna,ATL,mlb,K,BAL@HOU,0.8,0.0,0.8,OVER,Ronald Acuna shows OVER value at 0.0 K. TC projection: 0.8 — edge: 0.80. Marginal conviction based on usage rate and defensive matchup.
Ronald Acuna,ATL,mlb,AVG,BAL@HOU,0.297,0.0,0.297,OVER,Targeting Ronald Acuna OVER 0.0 AVG. Model projects 0.3 (0.30 edge). Recent trends and opponent weakness support this play.
Jose Ramirez,CLE,mlb,H,BAL@HOU,0.91,0.0,0.91,OVER,Jose Ramirez shows OVER value at 0.0 H. TC projection: 0.9 — edge: 0.91. Marginal conviction based on usage rate and defensive matchup.
Jose Ramirez,CLE,mlb,HR,BAL@HOU,0.11,0.0,0.11,OVER,Targeting Jose Ramirez OVER 0.0 HR. Model projects 0.1 (0.11 edge). Recent trends and opponent weakness support this play.
Jose Ramirez,CLE,mlb,RBI,BAL@HOU,0.58,0.0,0.58,OVER,Targeting Jose Ramirez OVER 0.0 RBI. Model projects 0.6 (0.58 edge). Recent trends and opponent weakness support this play.
Jose Ramirez,CLE,mlb,R,BAL@HOU,0.63,0.0,0.63,OVER,Targeting Jose Ramirez OVER 0.0 R. Model projects 0.6 (0.63 edge). Recent trends and opponent weakness support this play.
Jose Ramirez,CLE,mlb,SB,BAL@HOU,0.1,0.0,0.1,OVER,Targeting Jose Ramirez OVER 0.0 SB. Model projects 0.1 (0.10 edge). Recent trends and opponent weakness support this play.
