name,team,sport,stat,matchup,projection,line,edge,direction,reason
Lionel Messi,ARG,wc,goals,ARG@ESP,0.24,0.0,0.24,OVER,"Marginal +EV opportunity: Lionel Messi is projected for 0.2 GOALS vs a line of 0.0, giving a OVER edge of 0.24. Based on recent form, opponent matchup, and game context."
Lionel Messi,ARG,wc,assists,ARG@ESP,0.16,0.0,0.16,OVER,"Marginal +EV opportunity: Lionel Messi is projected for 0.2 ASSISTS vs a line of 0.0, giving a OVER edge of 0.16. Based on recent form, opponent matchup, and game context."
Lionel Messi,ARG,wc,shots,ARG@ESP,1.96,0.0,1.96,OVER,"Moderate +EV opportunity: Lionel Messi is projected for 2.0 SHOTS vs a line of 0.0, giving a OVER edge of 1.96. Based on recent form, opponent matchup, and game context."
Lionel Messi,ARG,wc,shots_on_target,ARG@ESP,0.77,0.0,0.77,OVER,Targeting Lionel Messi OVER 0.0 SHOTS_ON_TARGET. Model projects 0.8 (0.77 edge). Recent trends and opponent weakness support this play.
Lionel Messi,ARG,wc,passes,ARG@ESP,27.0,0.0,27.0,OVER,Lionel Messi shows OVER value at 0.0 PASSES. TC projection: 27.0 — edge: 27.00. Strong conviction based on usage rate and defensive matchup.
Lionel Messi,ARG,wc,tackles,ARG@ESP,1.36,0.0,1.36,OVER,Lionel Messi shows OVER value at 0.0 TACKLES. TC projection: 1.4 — edge: 1.36. Moderate conviction based on usage rate and defensive matchup.
Lionel Messi,ARG,wc,yellow_cards,ARG@ESP,0.15,0.0,0.15,OVER,Targeting Lionel Messi OVER 0.0 YELLOW_CARDS. Model projects 0.1 (0.15 edge). Recent trends and opponent weakness support this play.
Lionel Messi,ARG,wc,saves,ARG@ESP,0.0,0.0,0.0,UNDER,"Marginal +EV opportunity: Lionel Messi is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
Harry Kane,ENG,wc,goals,ARG@ESP,0.19,0.0,0.19,OVER,Targeting Harry Kane OVER 0.0 GOALS. Model projects 0.2 (0.19 edge). Recent trends and opponent weakness support this play.
Harry Kane,ENG,wc,assists,ARG@ESP,0.19,0.0,0.19,OVER,Targeting Harry Kane OVER 0.0 ASSISTS. Model projects 0.2 (0.19 edge). Recent trends and opponent weakness support this play.
Harry Kane,ENG,wc,shots,ARG@ESP,1.97,0.0,1.97,OVER,"Moderate +EV opportunity: Harry Kane is projected for 2.0 SHOTS vs a line of 0.0, giving a OVER edge of 1.97. Based on recent form, opponent matchup, and game context."
Harry Kane,ENG,wc,shots_on_target,ARG@ESP,0.75,0.0,0.75,OVER,"Marginal +EV opportunity: Harry Kane is projected for 0.8 SHOTS_ON_TARGET vs a line of 0.0, giving a OVER edge of 0.75. Based on recent form, opponent matchup, and game context."
Harry Kane,ENG,wc,passes,ARG@ESP,30.0,0.0,30.0,OVER,Harry Kane shows OVER value at 0.0 PASSES. TC projection: 30.0 — edge: 30.00. Strong conviction based on usage rate and defensive matchup.
Harry Kane,ENG,wc,tackles,ARG@ESP,1.92,0.0,1.92,OVER,"Moderate +EV opportunity: Harry Kane is projected for 1.9 TACKLES vs a line of 0.0, giving a OVER edge of 1.92. Based on recent form, opponent matchup, and game context."
Harry Kane,ENG,wc,yellow_cards,ARG@ESP,0.18,0.0,0.18,OVER,"Marginal +EV opportunity: Harry Kane is projected for 0.2 YELLOW_CARDS vs a line of 0.0, giving a OVER edge of 0.18. Based on recent form, opponent matchup, and game context."
Harry Kane,ENG,wc,saves,ARG@ESP,0.0,0.0,0.0,UNDER,Harry Kane shows UNDER value at 0.0 SAVES. TC projection: 0.0 — edge: 0.00. Marginal conviction based on usage rate and defensive matchup.
Jude Bellingham,ENG,wc,goals,ARG@ESP,0.31,0.0,0.31,OVER,Jude Bellingham shows OVER value at 0.0 GOALS. TC projection: 0.3 — edge: 0.31. Marginal conviction based on usage rate and defensive matchup.
Jude Bellingham,ENG,wc,assists,ARG@ESP,0.19,0.0,0.19,OVER,Jude Bellingham shows OVER value at 0.0 ASSISTS. TC projection: 0.2 — edge: 0.19. Marginal conviction based on usage rate and defensive matchup.
Jude Bellingham,ENG,wc,shots,ARG@ESP,1.59,0.0,1.59,OVER,Jude Bellingham shows OVER value at 0.0 SHOTS. TC projection: 1.6 — edge: 1.59. Moderate conviction based on usage rate and defensive matchup.
Jude Bellingham,ENG,wc,shots_on_target,ARG@ESP,0.76,0.0,0.76,OVER,"Marginal +EV opportunity: Jude Bellingham is projected for 0.8 SHOTS_ON_TARGET vs a line of 0.0, giving a OVER edge of 0.76. Based on recent form, opponent matchup, and game context."
Jude Bellingham,ENG,wc,passes,ARG@ESP,26.0,0.0,26.0,OVER,"Strong +EV opportunity: Jude Bellingham is projected for 26.0 PASSES vs a line of 0.0, giving a OVER edge of 26.00. Based on recent form, opponent matchup, and game context."
Jude Bellingham,ENG,wc,tackles,ARG@ESP,1.39,0.0,1.39,OVER,Targeting Jude Bellingham OVER 0.0 TACKLES. Model projects 1.4 (1.39 edge). Recent trends and opponent weakness support this play.
Jude Bellingham,ENG,wc,yellow_cards,ARG@ESP,0.17,0.0,0.17,OVER,Targeting Jude Bellingham OVER 0.0 YELLOW_CARDS. Model projects 0.2 (0.17 edge). Recent trends and opponent weakness support this play.
Jude Bellingham,ENG,wc,saves,ARG@ESP,0.0,0.0,0.0,UNDER,"Marginal +EV opportunity: Jude Bellingham is projected for 0.0 SAVES vs a line of 0.0, giving a UNDER edge of 0.00. Based on recent form, opponent matchup, and game context."
Jamal Musiala,GER,wc,goals,ARG@ESP,0.28,0.0,0.28,OVER,Targeting Jamal Musiala OVER 0.0 GOALS. Model projects 0.3 (0.28 edge). Recent trends and opponent weakness support this play.
Jamal Musiala,GER,wc,assists,ARG@ESP,0.23,0.0,0.23,OVER,Targeting Jamal Musiala OVER 0.0 ASSISTS. Model projects 0.2 (0.23 edge). Recent trends and opponent weakness support this play.
Jamal Musiala,GER,wc,shots,ARG@ESP,1.28,0.0,1.28,OVER,"Moderate +EV opportunity: Jamal Musiala is projected for 1.3 SHOTS vs a line of 0.0, giving a OVER edge of 1.28. Based on recent form, opponent matchup, and game context."
Jamal Musiala,GER,wc,shots_on_target,ARG@ESP,1.03,0.0,1.03,OVER,Jamal Musiala shows OVER value at 0.0 SHOTS_ON_TARGET. TC projection: 1.0 — edge: 1.03. Moderate conviction based on usage rate and defensive matchup.
Jamal Musiala,GER,wc,passes,ARG@ESP,29.0,0.0,29.0,OVER,"Strong +EV opportunity: Jamal Musiala is projected for 29.0 PASSES vs a line of 0.0, giving a OVER edge of 29.00. Based on recent form, opponent matchup, and game context."
