name,team,sport,stat,matchup,projection,line,edge,direction,reason
Ryan Waldschmidt,ARI,mlb,H,ARI@STL,1.08,0.0,1.08,OVER,Targeting Ryan Waldschmidt OVER 0.0 H. Model projects 1.1 (1.08 edge). Recent trends and opponent weakness support this play.
Ryan Waldschmidt,ARI,mlb,HR,ARI@STL,0.1,0.0,0.1,OVER,"Marginal +EV opportunity: Ryan Waldschmidt is projected for 0.1 HR vs a line of 0.0, giving a OVER edge of 0.10. Based on recent form, opponent matchup, and game context."
Ryan Waldschmidt,ARI,mlb,RBI,ARI@STL,0.57,0.0,0.57,OVER,Targeting Ryan Waldschmidt OVER 0.0 RBI. Model projects 0.6 (0.57 edge). Recent trends and opponent weakness support this play.
Ryan Waldschmidt,ARI,mlb,R,ARI@STL,0.47,0.0,0.47,OVER,"Marginal +EV opportunity: Ryan Waldschmidt is projected for 0.5 R vs a line of 0.0, giving a OVER edge of 0.47. Based on recent form, opponent matchup, and game context."
Ryan Waldschmidt,ARI,mlb,SB,ARI@STL,0.14,0.0,0.14,OVER,Targeting Ryan Waldschmidt OVER 0.0 SB. Model projects 0.1 (0.14 edge). Recent trends and opponent weakness support this play.
Ryan Waldschmidt,ARI,mlb,TB,ARI@STL,1.73,0.0,1.73,OVER,"Moderate +EV opportunity: Ryan Waldschmidt is projected for 1.7 TB vs a line of 0.0, giving a OVER edge of 1.73. Based on recent form, opponent matchup, and game context."
Ryan Waldschmidt,ARI,mlb,BB,ARI@STL,0.34,0.0,0.34,OVER,Ryan Waldschmidt shows OVER value at 0.0 BB. TC projection: 0.3 — edge: 0.34. Marginal conviction based on usage rate and defensive matchup.
Ryan Waldschmidt,ARI,mlb,K,ARI@STL,0.9,0.0,0.9,OVER,Targeting Ryan Waldschmidt OVER 0.0 K. Model projects 0.9 (0.90 edge). Recent trends and opponent weakness support this play.
Ryan Waldschmidt,ARI,mlb,AVG,ARI@STL,0.229,0.0,0.229,OVER,"Marginal +EV opportunity: Ryan Waldschmidt is projected for 0.2 AVG vs a line of 0.0, giving a OVER edge of 0.23. Based on recent form, opponent matchup, and game context."
Ildemaro Vargas,ARI,mlb,H,ARI@STL,1.13,0.0,1.13,OVER,Targeting Ildemaro Vargas OVER 0.0 H. Model projects 1.1 (1.13 edge). Recent trends and opponent weakness support this play.
Ildemaro Vargas,ARI,mlb,HR,ARI@STL,0.14,0.0,0.14,OVER,Targeting Ildemaro Vargas OVER 0.0 HR. Model projects 0.1 (0.14 edge). Recent trends and opponent weakness support this play.
Ildemaro Vargas,ARI,mlb,RBI,ARI@STL,0.44,0.0,0.44,OVER,Targeting Ildemaro Vargas OVER 0.0 RBI. Model projects 0.4 (0.44 edge). Recent trends and opponent weakness support this play.
Ildemaro Vargas,ARI,mlb,R,ARI@STL,0.47,0.0,0.47,OVER,Ildemaro Vargas shows OVER value at 0.0 R. TC projection: 0.5 — edge: 0.47. Marginal conviction based on usage rate and defensive matchup.
Ildemaro Vargas,ARI,mlb,SB,ARI@STL,0.12,0.0,0.12,OVER,Ildemaro Vargas shows OVER value at 0.0 SB. TC projection: 0.1 — edge: 0.12. Marginal conviction based on usage rate and defensive matchup.
Ildemaro Vargas,ARI,mlb,TB,ARI@STL,1.9,0.0,1.9,OVER,"Moderate +EV opportunity: Ildemaro Vargas is projected for 1.9 TB vs a line of 0.0, giving a OVER edge of 1.90. Based on recent form, opponent matchup, and game context."
Ildemaro Vargas,ARI,mlb,BB,ARI@STL,0.43,0.0,0.43,OVER,Targeting Ildemaro Vargas OVER 0.0 BB. Model projects 0.4 (0.43 edge). Recent trends and opponent weakness support this play.
Ildemaro Vargas,ARI,mlb,K,ARI@STL,0.8,0.0,0.8,OVER,Targeting Ildemaro Vargas OVER 0.0 K. Model projects 0.8 (0.80 edge). Recent trends and opponent weakness support this play.
Ildemaro Vargas,ARI,mlb,AVG,ARI@STL,0.286,0.0,0.286,OVER,"Marginal +EV opportunity: Ildemaro Vargas is projected for 0.3 AVG vs a line of 0.0, giving a OVER edge of 0.29. Based on recent form, opponent matchup, and game context."
Gabriel Moreno,ARI,mlb,H,ARI@STL,0.91,0.0,0.91,OVER,Targeting Gabriel Moreno OVER 0.0 H. Model projects 0.9 (0.91 edge). Recent trends and opponent weakness support this play.
Gabriel Moreno,ARI,mlb,HR,ARI@STL,0.11,0.0,0.11,OVER,"Marginal +EV opportunity: Gabriel Moreno is projected for 0.1 HR vs a line of 0.0, giving a OVER edge of 0.11. Based on recent form, opponent matchup, and game context."
Gabriel Moreno,ARI,mlb,RBI,ARI@STL,0.54,0.0,0.54,OVER,Targeting Gabriel Moreno OVER 0.0 RBI. Model projects 0.5 (0.54 edge). Recent trends and opponent weakness support this play.
Gabriel Moreno,ARI,mlb,R,ARI@STL,0.49,0.0,0.49,OVER,Gabriel Moreno shows OVER value at 0.0 R. TC projection: 0.5 — edge: 0.49. Marginal conviction based on usage rate and defensive matchup.
Gabriel Moreno,ARI,mlb,SB,ARI@STL,0.1,0.0,0.1,OVER,Targeting Gabriel Moreno OVER 0.0 SB. Model projects 0.1 (0.10 edge). Recent trends and opponent weakness support this play.
Gabriel Moreno,ARI,mlb,TB,ARI@STL,1.58,0.0,1.58,OVER,Gabriel Moreno shows OVER value at 0.0 TB. TC projection: 1.6 — edge: 1.58. Moderate conviction based on usage rate and defensive matchup.
Gabriel Moreno,ARI,mlb,BB,ARI@STL,0.44,0.0,0.44,OVER,Targeting Gabriel Moreno OVER 0.0 BB. Model projects 0.4 (0.44 edge). Recent trends and opponent weakness support this play.
Gabriel Moreno,ARI,mlb,K,ARI@STL,0.9,0.0,0.9,OVER,Targeting Gabriel Moreno OVER 0.0 K. Model projects 0.9 (0.90 edge). Recent trends and opponent weakness support this play.
Gabriel Moreno,ARI,mlb,AVG,ARI@STL,0.295,0.0,0.295,OVER,"Marginal +EV opportunity: Gabriel Moreno is projected for 0.3 AVG vs a line of 0.0, giving a OVER edge of 0.29. Based on recent form, opponent matchup, and game context."
Geraldo Perdomo,ARI,mlb,H,ARI@STL,0.93,0.0,0.93,OVER,"Marginal +EV opportunity: Geraldo Perdomo is projected for 0.9 H vs a line of 0.0, giving a OVER edge of 0.93. Based on recent form, opponent matchup, and game context."
Geraldo Perdomo,ARI,mlb,HR,ARI@STL,0.1,0.0,0.1,OVER,Geraldo Perdomo shows OVER value at 0.0 HR. TC projection: 0.1 — edge: 0.10. Marginal conviction based on usage rate and defensive matchup.
